ID,Credit Given,Gender,Education,Marital Status,Age,Pay Stat M1,Bill Amt M1,Amt Paid M1,Pay Stat M2,Bill Amt M2,Amt Paid M2,Pay Stat M3,Bill Amt M3,Amt Paid M3,Default Next Month
CC-739,110000,Female,Graduate School,Never Married,25,0,85723,3238,0,86443,3167,0,84011,3202,No
CC-740,80000,Female,University,Never Married,25,2,22768,816,0,23243,833,0,23718,2000,Yes
CC-741,170000,Female,University,Married,33,0,80141,3000,0,81862,4000,0,84237,4500,No
CC-743,140000,Female,Graduate School,Married,51,0,55024,2073,0,55883,1909,0,55744,2132,No
CC-744,70000,Male,Graduate School,Never Married,51,2,41112,1500,0,39922,3000,0,40150,5000,No
CC-746,170000,Male,High School,Never Married,38,0,25556,5000,0,29949,5000,0,34434,5000,No
CC-747,50000,Female,University,Married,34,0,14949,2000,0,16567,2000,0,16826,4000,No
CC-748,300000,Female,High School,Married,34,0,193403,6500,0,187562,6173,0,191069,5500,Yes
CC-749,150000,Female,Graduate School,Never Married,31,-1,4825,5202,-1,5202,780,-1,780,0,Yes
CC-750,50000,Female,University,Never Married,25,>3,36374,0,>3,35229,0,3,34365,3000,Yes
CC-751,50000,Female,University,Married,26,0,2719,1537,0,4049,1200,0,5176,2000,No
CC-752,90000,Female,Graduate School,Never Married,25,0,18889,0,0,-783,77500,-1,73568,0,No
CC-753,50000,Male,University,Never Married,26,0,19147,2000,0,2845,20000,0,20041,649,Yes
CC-754,500000,Female,University,Never Married,43,0,29092,782,0,22725,596,0,11590,1572,No
CC-755,470000,Female,University,Married,36,-1,285,688,-1,688,2100,-1,2100,1014,No
CC-756,230000,Male,University,Never Married,58,0,116400,1855,0,45643,6400,0,51083,0,No
CC-757,140000,Female,University,Never Married,26,-1,24616,1000,0,19458,1000,0,20047,1000,No
CC-758,230000,Female,University,Married,30,-1,-828,7863,-1,6153,12675,-1,12663,2959,Yes
CC-759,420000,Female,University,Never Married,31,0,9603,2210,-1,2131,64524,-1,64507,2324,No
CC-760,30000,Female,University,,24,0,31016,1500,0,30531,1500,0,30528,3000,No
CC-761,50000,Female,University,Never Married,52,0,21969,1700,0,21179,0,2,18711,900,Yes
CC-763,260000,Female,University,Married,35,-1,0,88348,-1,88348,5000,0,85962,25000,No
CC-765,240000,Female,University,Married,33,0,242579,10000,0,238245,10000,0,233710,8000,No
CC-766,510000,Female,Graduate School,Never Married,35,0,4535,69,0,3488,1116,-1,1116,2115,No
CC-767,110000,Female,University,Married,35,0,36829,2000,0,38080,3000,0,40434,5000,No
CC-768,210000,Female,Graduate School,Never Married,28,0,10217,5000,0,11737,162,0,8114,27760,No
CC-771,360000,Female,University,Never Married,53,-1,9744,11114,-1,11114,8123,-1,8123,8736,No
CC-772,260000,Male,Graduate School,Never Married,44,-1,316,316,-1,316,466,-1,466,316,No
CC-773,20000,Male,University,Married,33,0,10472,356,0,10140,507,0,10101,458,No
CC-774,120000,Female,University,Married,32,0,112822,4300,0,114969,5012,0,117949,4003,No
CC-776,60000,Female,Graduate School,Never Married,26,0,42733,9000,0,46404,10000,0,37993,0,No
CC-779,50000,Female,Graduate School,Married,32,-1,639,4000,0,4639,2413,-1,2312,2000,Yes
CC-780,50000,Female,University,Never Married,31,-1,0,36059,-1,36059,0,2,32851,2420,No
CC-781,230000,Male,Graduate School,Never Married,29,2,44020,0,2,41278,3000,0,34672,3000,No
CC-782,50000,Male,University,Married,27,-1,1177,1316,-1,1313,1088,-1,1085,0,No
CC-783,100000,Female,Graduate School,Never Married,28,2,83609,3200,2,85325,3332,2,87096,3280,Yes
CC-785,230000,Female,University,Married,32,0,76870,0,2,75211,3000,0,76645,2800,Yes
CC-787,370000,Female,Graduate School,Never Married,38,-1,1539,1815,-1,1815,0,-1,0,0,No
CC-788,230000,Female,Graduate School,Married,35,-1,11674,10000,0,16160,20000,0,32519,6000,No
CC-789,80000,Male,University,Never Married,29,0,14360,359,0,14657,175,0,4129,1000,No
CC-791,30000,Female,University,Never Married,51,0,25964,960,0,26507,1181,0,27249,967,No
CC-795,50000,Female,Graduate School,Married,34,0,18299,1323,0,19323,1329,0,20329,1114,No
CC-796,100000,Female,University,Married,30,0,76705,3500,0,78168,3500,0,80347,3200,No
CC-799,100000,Female,Graduate School,Never Married,48,2,18365,0,2,17932,662,0,18147,3000,No
CC-800,210000,Female,University,Married,35,0,32331,1342,0,30337,1038,0,28012,2000,No
CC-802,20000,Male,University,Never Married,25,0,19333,715,0,17363,326,0,16314,0,Yes
CC-803,50000,Female,High School,Married,44,-1,7472,3000,0,10174,1104,0,11104,1000,No
CC-807,80000,Female,University,Never Married,23,-1,1145,7329,-1,7328,3704,-1,3703,426,No
CC-808,20000,Female,High School,Never Married,36,2,19245,1600,2,20532,209,2,19953,0,Yes
CC-809,190000,Female,Graduate School,Never Married,26,0,33726,2600,0,35758,0,2,35171,1400,No
CC-810,160000,Female,University,Others,37,0,28574,1000,0,27268,1098,0,28021,426,No
CC-811,120000,Female,Graduate School,Others,44,0,12329,0,0,12329,0,0,0,0,No
CC-814,300000,Female,High School,Married,29,0,11304,5000,0,11396,6202,-1,6138,0,No
CC-815,120000,Male,High School,Married,33,2,69387,2600,2,70727,2800,2,72215,0,Yes
CC-816,280000,Female,University,Married,39,0,158542,6300,0,162244,4000,0,108143,4000,No
CC-817,70000,Male,High School,Married,51,0,50361,1900,0,49185,2219,0,47245,2100,Yes
CC-818,20000,Female,High School,Never Married,24,-1,0,8402,-1,8402,0,2,6204,4739,No
CC-819,150000,,University,Married,45,-1,2605,2605,-1,2605,3795,-1,3795,10675,No
CC-820,60000,Male,Graduate School,Never Married,30,0,17912,1000,0,18480,1000,0,18848,1000,No
CC-821,200000,Female,High School,Others,51,-1,780,0,0,390,390,-1,390,390,No
CC-822,50000,Female,University,Never Married,24,0,26667,1100,0,26036,1400,0,26850,3000,Yes
CC-823,150000,Male,University,Married,50,2,35037,2000,0,34631,30000,0,63156,5000,No
CC-824,20000,Female,Graduate School,Never Married,22,0,19983,700,0,20196,1000,0,19705,0,No
CC-825,40000,Male,Graduate School,Never Married,27,0,12660,2300,0,12660,1000,0,12413,2078,Yes
CC-827,50000,Female,University,Married,24,0,27693,2100,0,29237,0,2,28607,1000,No
CC-828,10000,Male,University,Never Married,37,0,8164,0,2,6963,2700,2,5923,0,No
CC-830,50000,Female,University,Married,48,0,16483,1882,0,9343,500,0,9693,503,No
CC-831,320000,Male,Graduate School,Never Married,28,-1,1633,2000,0,3633,0,0,0,3000,No
CC-832,20000,Female,High School,Married,24,>3,22719,0,>3,21796,0,3,21162,0,No
CC-833,470000,Female,University,Married,27,0,14363,97441,-1,97440,5001,0,90717,5001,Yes
CC-834,230000,Female,High School,Never Married,30,0,14265,3659,0,13659,0,0,0,0,No
CC-836,30000,Female,High School,Never Married,53,-1,4810,2796,-1,2796,3245,-1,3245,7305,Yes
CC-837,80000,Female,University,Never Married,23,2,24562,1100,2,25126,906,2,25476,0,No
CC-838,110000,Female,University,Married,55,0,17568,1000,0,18133,1000,0,18828,1000,No
CC-839,420000,Male,University,Married,34,0,92982,10000,0,98502,10000,0,103200,20000,No
CC-841,80000,Female,University,Never Married,22,0,29069,1000,0,26551,1000,0,27109,2000,No
CC-842,350000,Female,University,Married,31,0,57987,1703,0,53948,1721,0,39965,784,No
CC-845,500000,Male,High School,Married,39,0,354839,19586,0,369532,14122,0,367399,12022,No
CC-846,490000,Female,Graduate School,Married,38,-1,6027,10722,-1,10722,6000,0,8452,1139,No
CC-848,50000,Male,University,Others,42,2,32177,1072,0,29530,1500,0,29789,1132,Yes
CC-849,,Male,High School,Married,37,3,147989,0,2,143355,4388,0,143131,4221,Yes
CC-850,80000,Female,High School,Married,57,0,15000,0,0,15000,0,0,15000,100,No
CC-851,40000,Female,University,Never Married,23,2,24050,20000,2,43317,2000,>3,44059,0,No
CC-852,30000,Male,University,Never Married,32,0,29478,1000,0,23384,1000,0,22428,1000,No
CC-854,140000,Female,University,Never Married,23,0,43455,1600,0,43980,1750,0,44614,1700,No
CC-855,50000,Female,High School,Never Married,49,0,8566,1500,0,10066,0,0,0,0,No
CC-857,40000,Female,Graduate School,Never Married,29,2,29361,5000,2,33893,1300,2,34487,0,Yes
CC-858,100000,Female,High School,Married,43,2,52691,2500,2,54199,0,2,53176,4500,Yes
CC-859,130000,Male,University,Never Married,29,0,127512,5000,0,128683,4702,0,129669,8000,No
CC-860,20000,Female,University,Never Married,27,0,19712,0,0,19712,0,0,6321,0,No
CC-862,260000,Male,Graduate School,Married,41,0,45087,15000,0,47201,15000,0,46199,10000,No
CC-863,30000,Female,High School,Never Married,52,>3,2450,0,>3,2450,0,>3,2450,0,Yes
CC-864,10000,Female,University,Married,31,0,9975,333,0,9736,311,0,8703,322,No
CC-865,200000,Male,Graduate School,Never Married,32,0,49022,1726,0,47459,3000,0,49666,2500,No
CC-866,30000,Female,University,Married,46,0,27738,995,0,27268,989,0,27409,800,No
CC-869,140000,Female,University,Married,39,0,73876,4000,0,76180,4000,0,78400,3000,No
CC-870,290000,Female,University,Never Married,34,0,317631,11088,0,315820,12031,0,305498,12031,No
CC-871,20000,Female,University,Others,52,0,16958,629,0,17314,638,0,17664,641,No
CC-872,80000,Female,High School,Married,40,0,38922,2500,0,40791,3000,0,43108,1600,No
CC-874,180000,Male,Graduate School,Married,45,-1,5060,2832,-1,2832,1890,-1,1890,2576,No
CC-875,20000,Female,High School,Married,40,-1,390,390,-1,390,390,-1,390,780,No
CC-876,30000,Female,University,Married,25,0,30616,2500,0,30456,0,2,29818,1000,No
CC-877,,Male,Graduate School,Never Married,33,0,59244,6000,0,64096,6001,0,68837,6000,No
CC-878,280000,Female,University,Never Married,27,-1,3058,3158,-1,3158,9530,-1,9530,0,No
CC-879,50000,Female,University,Married,43,-1,10732,384,0,10566,757,0,10757,501,No
CC-880,20000,Female,University,Married,43,0,17776,1800,0,19293,0,2,18844,1000,No
CC-881,200000,Male,Graduate School,Never Married,30,0,11751,3232,0,11772,3000,0,5318,1000,No
CC-883,230000,Female,Graduate School,Never Married,38,0,128190,4710,0,130883,4750,0,133504,4900,No
CC-884,50000,Male,High School,Never Married,57,0,28450,1054,0,29046,1084,0,29647,1048,No
CC-885,50000,Male,High School,Never Married,55,0,28814,1041,0,29261,1082,0,29878,994,Yes
CC-886,70000,Female,,Never Married,23,0,55150,3000,0,57098,3000,0,59141,4700,No
CC-888,180000,Female,University,Married,30,-1,13202,6594,-1,6594,2549,-1,2549,1000,No
CC-889,90000,Female,University,Never Married,24,0,16181,673,0,14669,0,2,14422,102,No
CC-890,390000,Male,University,Never Married,28,0,106127,5084,0,51097,5065,0,38555,5042,No
CC-891,150000,Female,High School,Married,34,-1,150,150,-1,150,227,-1,377,0,No
CC-892,400000,Male,University,Never Married,37,2,12599,7040,0,18599,2006,0,12284,2005,No
CC-894,320000,Male,Graduate School,Never Married,27,0,105425,3031,0,100206,3066,0,96073,3031,No
CC-897,110000,Male,Graduate School,Others,55,2,101140,0,3,99260,4100,2,101577,0,Yes
CC-898,170000,Female,Graduate School,Never Married,28,2,138604,0,2,136283,11000,2,145012,5656,Yes
CC-899,90000,Female,High School,Others,51,0,14276,0,2,13904,510,0,14184,525,Yes
CC-900,200000,Male,Graduate School,Married,36,-1,295,2923,-1,1867,0,-1,0,0,No
CC-902,140000,Female,Graduate School,Married,36,-1,2971,0,0,1607,0,0,0,0,No
CC-903,220000,Male,University,Never Married,25,0,51317,1000,0,51926,2000,0,34608,2000,No
CC-905,80000,Female,University,Never Married,40,0,62860,1777,2,63976,0,2,63293,2000,No
CC-906,30000,Female,University,Never Married,27,0,21449,29709,-1,29709,0,2,29086,1576,No
CC-907,50000,Male,Graduate School,Never Married,30,-1,596,0,2,446,2300,2,2699,0,Yes
CC-908,120000,Female,University,Never Married,26,0,3059,0,0,674,0,0,0,738,No
CC-909,50000,Male,Graduate School,Never Married,27,0,12915,2000,0,14415,0,0,0,0,No
CC-910,360000,Female,Graduate School,Never Married,27,-1,39105,54456,-1,54456,46153,-1,46153,40000,No
CC-911,90000,Female,Graduate School,Never Married,25,2,88533,4000,0,90942,3600,0,88813,4000,No
CC-912,500000,Male,Graduate School,Never Married,32,0,274539,79377,0,253443,52778,0,253671,10000,No
CC-913,140000,Female,High School,Married,46,0,73613,3000,0,75426,3000,0,77169,5000,No
CC-914,30000,Male,High School,Married,45,0,22000,0,0,22000,0,0,0,0,No
CC-915,70000,Male,High School,Married,30,0,22445,1000,0,22935,1000,0,23404,1000,No
CC-917,350000,Male,Graduate School,Married,48,0,48351,1466,0,47939,2000,0,33827,1500,No
CC-919,240000,Male,Graduate School,Never Married,46,0,386295,15000,0,356206,12000,0,352257,12000,No
CC-920,90000,Female,Graduate School,Never Married,23,0,32747,6000,0,38217,8000,0,43744,4000,No
CC-922,50000,Female,Graduate School,Never Married,24,2,31090,1400,0,31837,1400,0,32555,1400,No
CC-923,110000,Male,Graduate School,Married,40,0,22204,5416,0,26784,5552,0,31352,5742,No
CC-924,20000,Female,Graduate School,Never Married,24,-1,796,0,0,398,716,-1,716,12111,No
CC-925,30000,Female,University,Never Married,24,0,28925,1141,0,24159,0,0,0,0,No
CC-927,20000,Male,University,Married,46,0,8153,302,0,8324,304,0,8490,319,No
CC-928,50000,Female,University,Never Married,22,0,40882,717,0,20258,753,0,20303,1000,No
CC-931,260000,Female,University,Never Married,24,0,50998,3835,0,53835,3805,0,56728,3000,No
CC-932,320000,Male,Graduate School,Married,60,-1,886,11533,0,11741,4317,-1,4317,52466,Yes
CC-933,160000,Female,University,Never Married,29,-1,0,892,-1,892,0,-1,0,594,Yes
CC-934,30000,Male,University,Never Married,32,2,11112,2000,2,12923,0,2,12566,1000,Yes
CC-935,50000,Female,University,Married,36,0,10279,512,0,10646,435,0,10776,190,No
CC-937,90000,Female,University,Never Married,29,0,54818,2200,0,55985,2500,0,57398,3000,No
CC-938,240000,Male,Graduate School,Never Married,34,-1,41858,0,0,10416,1711,-1,1711,27162,No
CC-939,180000,Female,University,Married,32,2,17172,2000,0,18732,5000,0,23389,2000,Yes
CC-940,200000,Female,University,Married,32,-1,10190,10594,-1,10594,11193,-1,11193,10190,No
CC-941,50000,Female,Graduate School,Never Married,25,0,18538,3000,0,20100,0,2,19630,1000,No
CC-942,50000,Male,University,Married,44,-1,1261,1261,-1,1261,1261,-1,1261,1261,No
CC-943,330000,Female,Graduate School,Married,37,-1,5882,0,0,5882,1013,-1,1013,0,No
CC-944,80000,Female,University,Never Married,24,>3,1200,0,>3,600,0,3,300,0,Yes
CC-946,360000,Female,Graduate School,Never Married,29,-1,1004,646,-1,646,3508,-1,3508,0,No
CC-947,240000,Female,University,Married,37,0,186140,10000,0,191678,7700,0,191816,6000,No
CC-948,50000,Male,University,Married,59,0,18990,855,0,19539,726,0,19791,687,No
CC-949,470000,Male,University,Never Married,33,0,129281,25005,0,113437,100000,0,164377,51305,No
CC-950,160000,Female,High School,Married,51,-1,2125,1000,-1,1000,2125,-1,2125,23250,No
CC-952,80000,Female,University,Married,32,0,76813,2900,0,77511,2841,0,79069,3100,No
CC-953,500000,Female,High School,Never Married,42,0,103945,1130,0,101945,45551,0,90193,0,No
CC-954,180000,Male,University,Never Married,39,-1,5818,2628,-1,2628,0,0,2628,0,No
CC-955,110000,Female,University,Married,46,-1,1719,107591,-1,107591,5000,0,107940,3500,No
CC-956,160000,Male,Graduate School,Married,41,0,18087,0,2,17499,3000,2,19939,0,No
CC-957,210000,Female,University,Never Married,30,0,13464,99000,0,109722,3745,0,105573,4000,No
CC-958,200000,Female,Graduate School,Married,34,-1,362,0,0,181,488,-1,488,300,Yes
CC-959,350000,Male,Graduate School,Never Married,35,0,16426,234,0,10833,1565,0,2261,26346,No
CC-960,250000,Male,Graduate School,Never Married,41,0,5872,23020,-1,23020,2367,-1,2367,3117,Yes
CC-962,30000,Male,University,Never Married,47,-1,792,0,0,396,772,-1,772,0,No
CC-963,200000,Male,University,Never Married,31,0,27497,2000,0,29082,3000,0,31647,4000,No
CC-964,30000,Male,University,Never Married,30,0,30271,1000,0,24536,1000,0,22913,1000,No
CC-965,50000,Male,University,Never Married,24,-1,11117,3009,0,6479,3016,0,6187,3008,No
CC-966,500000,Male,Graduate School,Married,36,0,288024,10017,0,274632,15024,0,266669,10002,No
CC-968,220000,Female,Graduate School,Married,36,-1,1057,990,-1,990,1324,-1,1324,1039,No
CC-969,20000,Female,University,Married,27,-1,47149,3011,0,48497,2011,0,14774,2011,No
CC-970,180000,Female,University,Married,32,0,4618,2708,-1,2708,54024,-1,54024,2000,No
CC-971,300000,Male,Graduate School,Married,42,-1,37666,8808,0,19453,2000,0,10492,2709,Yes
CC-972,130000,Female,University,Married,33,0,101807,3952,0,101083,3900,0,101597,4000,No
CC-973,180000,Female,High School,Married,39,2,13979,0,2,13621,2000,0,14809,2000,Yes
CC-975,140000,Male,University,Married,30,0,69218,2600,0,70702,2742,0,72267,2700,Yes
CC-976,50000,Female,University,Never Married,22,0,15281,3000,0,18031,1500,0,18233,1000,No
CC-977,20000,Male,University,Never Married,25,0,3887,2000,0,5887,0,0,0,0,Yes
CC-978,180000,Male,Graduate School,Never Married,28,-1,55566,1056,-1,1056,0,-1,390,1998,No
CC-979,180000,Male,University,Never Married,26,0,7733,504,0,6794,169,0,5487,62,Yes
CC-980,150000,Female,High School,Married,54,0,153833,0,2,151194,6000,0,145738,5215,No
CC-981,70000,Female,Graduate School,Never Married,24,0,64209,2181,0,59482,2413,0,60883,1952,No
CC-982,30000,Male,University,Never Married,29,>3,32391,0,>3,31332,0,3,30558,0,No
CC-984,60000,Male,High School,Married,49,0,40843,1800,0,40612,4200,0,40656,2500,No
CC-987,260000,Female,University,Married,33,-1,102524,40157,-1,40157,1466,0,40805,2000,No
CC-989,360000,Female,University,Never Married,25,2,294308,5800,2,297916,0,2,279503,126685,No
CC-990,50000,Male,High School,Married,54,0,55419,2000,0,54054,2455,0,53143,4000,No
CC-991,50000,Female,High School,Married,39,-1,29886,927,0,30510,1089,0,31276,9100,No
CC-993,80000,Female,University,Never Married,27,0,61077,2300,0,62394,2300,0,63655,2600,No
CC-997,140000,Male,Graduate School,Married,45,0,44452,1700,2,45433,1700,2,46383,1495,No
CC-999,50000,Female,University,Never Married,23,0,390,390,-1,390,500,-1,500,18300,Yes
CC-1000,120000,Male,University,Never Married,25,0,83858,3934,0,86434,3802,0,88802,2000,No
CC-1001,100000,Male,University,Married,29,0,-2618,100000,-1,95748,7186,-1,101299,0,No
CC-1002,200000,Female,University,Married,28,0,97041,6500,0,103541,91,0,3632,1504,No
CC-1003,90000,Female,University,Married,40,-1,657,2274,-1,1332,780,-1,780,0,No
CC-1006,140000,Male,Graduate School,Never Married,29,-1,2573,496,-1,495,1749,-1,1744,2265,No
CC-1008,170000,Female,University,Married,37,0,136607,4700,0,133199,5500,0,135242,5000,No
CC-1009,30000,Male,University,Never Married,34,3,23289,0,2,22779,3400,0,51224,512,No
CC-1011,280000,Male,Graduate School,Never Married,31,0,133465,8000,0,133536,3000,2,132964,5000,No
CC-1013,450000,Male,Graduate School,Never Married,38,-1,8072,22923,-1,22809,12476,-1,12415,6728,No
CC-1014,80000,Male,University,Never Married,36,0,42029,1500,0,33838,2000,0,29757,1500,No
CC-1016,130000,Female,Graduate School,Married,36,0,94623,4000,0,90556,3500,0,92394,4000,No
CC-1017,160000,Female,Graduate School,Never Married,26,-1,12315,0,-1,0,11855,-1,11855,0,Yes
CC-1018,140000,Female,High School,Never Married,57,0,99313,3290,0,90623,3310,0,92425,3424,Yes
CC-1019,240000,Female,High School,Married,40,-1,1338,1075,-1,1075,1744,-1,1744,0,No
CC-1021,70000,Male,Graduate School,Others,57,0,68118,2316,0,65942,2466,0,62495,1451,No
CC-1022,150000,,University,Never Married,25,0,78773,40000,0,95375,3000,0,57663,2880,No
CC-1024,200000,Female,Graduate School,Married,35,0,17865,592,0,18239,807,0,14527,679,No
CC-1026,180000,Male,Graduate School,Married,38,0,137274,12042,0,147314,32,2,129870,1300,No
CC-1027,300000,Male,University,Never Married,31,-1,510,903,-1,2166,765,-1,765,773,No
CC-1028,450000,Female,Graduate School,Never Married,41,-1,85357,27856,-1,27745,2000,-1,1990,1900,No
CC-1029,200000,Male,Graduate School,Never Married,33,0,1873,90729,-1,90687,0,-1,4577,6266,No
CC-1030,30000,Female,University,Married,67,0,29499,1200,2,30124,0,2,26855,2302,Yes
CC-1031,400000,Female,Graduate School,Married,40,0,8318,170,0,8488,130,-1,130,8595,No
CC-1032,170000,Male,Graduate School,Never Married,33,-1,2499,1500,-1,1500,600,-1,600,2100,No
CC-1033,140000,Female,Graduate School,Never Married,31,-1,326,476,-1,476,326,-1,326,326,Yes
CC-1034,200000,Female,University,Never Married,35,0,68752,3000,0,70485,2575,0,71887,3000,No
CC-1036,60000,Male,University,Never Married,27,0,49877,1800,2,50734,0,2,49764,2000,Yes
CC-1037,,Male,Graduate School,Never Married,23,0,76986,3500,0,78038,3000,0,78321,3000,No
CC-1038,180000,Male,High School,Married,54,0,111430,3405,0,98182,2887,0,84598,2402,Yes
CC-1039,50000,Female,High School,Never Married,23,0,18573,1000,0,17318,1000,0,17936,2800,No
CC-1040,50000,Male,High School,Never Married,24,-1,18115,659,0,18495,1000,0,18804,1000,No
CC-1042,230000,Female,University,Never Married,52,0,1499,594,-1,593,2560,-1,2553,3759,Yes
CC-1043,110000,Female,University,Married,42,0,49292,1783,0,49460,1783,0,49470,1756,No
CC-1044,90000,Female,Graduate School,Never Married,36,0,67347,2500,0,68509,2631,0,67588,2646,No
CC-1045,20000,Female,Graduate School,Never Married,22,2,19572,1538,2,20437,0,2,19994,2658,Yes
CC-1046,30000,Female,Graduate School,Never Married,23,0,22293,3500,0,17155,2000,0,13470,1000,No
CC-1047,220000,Male,High School,Married,30,0,183030,52,2,181385,5255,0,174107,4222,Yes
CC-1048,140000,Female,High School,Never Married,24,2,45422,1833,0,46371,1850,0,47297,2000,Yes
CC-1050,100000,Male,University,Married,49,2,22160,558,0,18842,1044,0,17023,12,No
CC-1051,110000,Male,University,Never Married,31,3,279,0,2,129,200,-1,179,0,No
CC-1052,270000,Female,High School,Never Married,33,-1,123693,5000,0,116843,5008,0,110059,5026,No
CC-1053,30000,Male,Graduate School,Married,42,-1,323,29525,-1,29525,0,-1,0,0,No
CC-1054,70000,Male,High School,Never Married,41,0,51605,2000,0,50311,2500,0,50729,2500,No
CC-1056,20000,Male,University,Never Married,23,0,20271,2000,0,20445,2900,0,17532,2735,No
CC-1057,,Female,Graduate School,Never Married,33,0,69861,2000,0,49894,1583,0,49727,1500,No
CC-1058,20000,Female,University,Married,29,0,14205,2000,0,15869,1000,0,16666,1000,No
CC-1059,80000,Female,High School,Married,67,0,29236,2,0,10662,2408,-1,2408,11662,No
CC-1061,60000,Female,High School,Married,34,2,12352,700,0,12703,1000,0,13338,1400,Yes
CC-1062,50000,Male,University,Married,49,0,5983,2000,0,4252,2500,0,5034,3000,No
CC-1063,280000,Female,University,Married,56,0,213294,7750,0,213384,7861,0,213604,8083,Yes
CC-1064,300000,Male,Graduate School,Married,42,0,48128,5191,0,50332,12139,0,23688,110247,No
CC-1065,30000,Female,High School,Married,55,0,30377,1155,0,30155,2600,0,31098,0,Yes
CC-1066,270000,Female,University,Married,25,0,188064,5023,0,147915,6090,0,139976,4000,No
CC-1067,100000,Male,High School,Never Married,30,0,43371,10021,0,48125,3012,0,40388,1527,No
CC-1068,240000,Male,University,Never Married,43,-1,291,291,-1,291,291,-1,291,291,Yes
CC-1069,200000,Male,Graduate School,Never Married,40,-1,22813,10526,-1,10526,326,-1,326,573,No
CC-1070,110000,Female,Graduate School,Never Married,35,2,36163,1600,0,37028,2000,0,38250,2000,No
CC-1071,230000,Male,Graduate School,Married,61,-1,4932,2791,-1,2783,7433,-1,7411,4527,No
CC-1072,150000,Female,University,Married,44,-1,5775,14441,-1,14441,780,-1,780,66950,Yes
CC-1073,350000,Male,Graduate School,Never Married,33,-1,3220,20467,-1,20461,3253,-1,3249,27168,No
CC-1074,360000,Male,Others,Married,66,-1,151858,48822,-1,48580,1451,-1,1451,171944,No
CC-1076,100000,Male,High School,Never Married,47,0,38500,679,0,4681,72809,0,76728,2748,No
CC-1077,500000,Male,Graduate School,Never Married,27,0,192093,5271,0,187726,5778,0,183860,5029,No
CC-1078,500000,Male,Graduate School,Never Married,35,-1,34469,28289,-1,27425,18175,0,28506,17500,No
CC-1079,180000,Female,High School,Married,47,-1,316,316,-1,316,316,-1,316,316,No
CC-1081,100000,Female,University,Never Married,29,0,61820,2000,0,8322,3000,0,6182,5000,No
CC-1082,10000,Male,University,Married,32,2,9180,1022,2,10052,350,2,10091,0,No
CC-1083,60000,Female,Graduate School,Never Married,30,2,37133,1500,2,37893,0,2,37131,1700,No
CC-1084,50000,Female,Graduate School,Never Married,25,2,49847,1900,2,50840,1900,2,49502,1600,Yes
CC-1085,80000,Female,University,Never Married,23,0,51573,2049,0,49061,2008,0,33931,1217,No
CC-1086,110000,Female,University,Married,43,0,107561,3765,0,105502,4000,0,103813,4200,No
CC-1087,410000,Female,University,Married,41,0,368779,13580,0,369358,14000,0,368043,19000,Yes
CC-1089,30000,Female,High School,Married,35,0,26209,1500,0,25325,1500,0,26400,1500,No
CC-1090,310000,Female,Graduate School,Never Married,28,0,40879,85,-1,85,4381,-1,4381,11100,No
CC-1091,70000,Female,University,Never Married,38,0,25107,931,0,25634,936,0,26143,970,No
CC-1092,250000,Male,Graduate School,Never Married,31,0,167776,6000,0,168110,6059,0,168505,5837,No
CC-1093,210000,Male,High School,Married,29,0,194538,8000,0,195990,8000,0,194136,7200,No
CC-1095,50000,Male,University,Never Married,31,0,19586,0,2,19143,1204,0,20051,1000,No
CC-1096,670000,Male,Graduate School,Never Married,29,0,228114,8190,0,232795,9000,0,237726,8000,No
CC-1097,130000,Male,Graduate School,Never Married,26,0,15182,3000,0,12805,2000,0,14415,390,No
CC-1100,110000,Male,Graduate School,Married,50,0,41585,2000,0,42913,2000,0,44197,2000,No
CC-1101,210000,Female,High School,Never Married,46,0,17309,2310,-1,2310,241,-1,241,4000,Yes
CC-1102,30000,Female,University,Never Married,24,2,27734,0,2,27151,1500,0,28199,1500,Yes
CC-1103,260000,Female,University,Married,46,2,24018,0,2,21490,2000,0,18196,8000,No
CC-1104,150000,Female,High School,Never Married,28,-1,683,3486,-1,3486,5390,-1,5390,1200,No
CC-1105,20000,Female,University,Married,35,3,20419,0,2,19289,781,0,19600,701,Yes
CC-1108,120000,Female,University,Married,47,-1,1742,502,-1,502,346,-1,346,325,No
CC-1109,80000,Male,University,Married,54,0,30286,1100,0,29898,1200,0,30364,1000,Yes
CC-1110,30000,Female,University,Never Married,33,0,12397,1000,0,13043,650,0,13325,650,No
CC-1111,110000,Male,University,Never Married,29,2,84001,3400,0,85897,4500,0,88759,2600,No
CC-1112,50000,Female,High School,Married,44,-1,1473,1865,-1,1865,835,-1,835,1833,No
CC-1113,90000,Female,University,Married,24,0,75266,4003,0,74431,3014,0,68399,4007,No
CC-1114,110000,Male,Graduate School,Never Married,33,0,23687,7000,0,26567,2000,0,8435,4000,No
CC-1115,50000,Male,High School,Married,54,0,41682,2000,0,42857,3600,0,45581,0,No
CC-1117,150000,Female,University,Never Married,37,0,43832,1233,0,33963,1240,0,34638,1284,Yes
CC-1120,120000,Female,University,Married,34,-1,4447,8495,-1,8495,0,-1,0,528,No
CC-1121,200000,Female,University,Never Married,40,0,160186,6000,0,161965,6000,0,152361,6000,Yes
CC-1122,20000,Male,University,Never Married,30,3,19860,0,2,19690,500,2,1735,0,Yes
CC-1123,50000,Male,University,Never Married,26,0,49668,40000,0,49780,1000,0,49980,0,No
